2,True,True,0.01,VPGMJF,-0.199232,0,0,data,evo
4,True,True,0.01,EJQVZE,0.437922,0,1,data,evo
3,True,True,0.01,QLQKYG,0.302726,0,2,data,evo
4,True,True,0.01,OCHJJT,-0.0167772,0,3,data,evo
5,True,True,0.01,GBIKSB,0.127032,0,4,data,evo
3,True,True,0.01,OHZASL,-0.141829,1,0,data,evo
1,True,True,0.01,BMVAHA,-0.0439982,1,1,data,evo
4,True,True,0.01,FTRRKY,-0.248548,1,2,data,evo
2,True,True,0.01,CQVPAS,0.162782,1,3,data,evo
4,True,True,0.01,GQAZRI,-0.39625,1,4,data,evo
1,True,True,0.01,TXGOOQ,0.309555,2,0,data,evo
2,True,True,0.01,XOBTRY,-0.177234,2,1,data,evo
4,True,True,0.01,FWHUJV,-0.239339,2,2,data,evo
3,True,True,0.01,QXEDSS,0.144139,2,3,data,evo
5,True,True,0.01,HTPDVQ,-0.209706,2,4,data,evo
3,True,True,0.01,DLZBES,0.0582623,3,0,data,evo
5,True,True,0.01,JFTWMP,0.281036,3,1,data,evo
1,True,True,0.01,NXWHIS,-0.421795,3,2,data,evo
1,True,True,0.01,JQVBWP,0.405843,3,3,data,evo
5,True,True,0.01,YJQBOF,0.147995,3,4,data,evo
3,True,True,0.01,KKTXAN,-0.252293,4,0,data,evo
3,True,True,0.01,BGIKQE,0.396093,4,1,data,evo
2,True,True,0.01,OUNMFQ,0.309874,4,2,data,evo
1,True,True,0.01,GDMTVK,0.366652,4,3,data,evo
4,True,True,0.01,QHXTVV,0.978141878722807,4,4,data,evo
4,True,True,0.01,YLBZAO,-0.212783689273005,5,0,data,evo
2,True,True,0.01,PBHQKV,0.018474330686987,5,1,data,evo
2,True,True,0.01,UZZSLD,-0.001391395237394,5,2,data,evo
4,True,True,0.01,AGBZHG,0.006478974746613,5,3,data,evo
3,True,True,0.01,GFJSHK,-0.038519047570975,5,4,data,evo
5,True,True,0.01,TJDCTH,0.225651683119939,5,5,data,evo
4,True,True,0.01,AUFYTM,0.213019,6,0,data,evo
4,True,True,0.01,SHISAV,-0.0909445,6,1,data,evo
5,True,True,0.01,GFFZGZ,0.111876,6,2,data,evo
1,True,True,0.01,XZTGII,-0.204462,6,3,data,evo
2,True,True,0.01,QNNSNE,0.0150466,6,4,data,evo
3,True,True,0.01,MCRYEV,0.414858,7,0,data,evo
1,True,True,0.01,SCYWDX,0.107841,7,1,data,evo
1,True,True,0.01,OPEIXR,-0.118679,7,2,data,evo
3,True,True,0.01,WNLUGV,-0.0562584,7,3,data,evo
2,True,True,0.01,XKJAQM,0.20791,7,4,data,evo
4,True,True,0.01,ELIDQU,0.135267,8,0,data,evo
3,True,True,0.01,DIVMFN,0.0921685,8,1,data,evo
5,True,True,0.01,CHZCNS,-0.158571,8,2,data,evo
3,True,True,0.01,PRKOZR,-0.0105118,8,3,data,evo
4,True,True,0.01,OWHQJY,-0.0684001,8,4,data,evo
5,True,True,0.01,ZVWNIS,0.402583,9,0,data,evo
1,True,True,0.01,PJIZYX,0.405523,9,1,data,evo
4,True,True,0.01,LNRITX,-0.379719,9,2,data,evo
5,True,True,0.01,FZCKHS,-0.105254,9,3,data,evo
4,True,True,0.01,UOTMPA,0.122041,9,4,data,evo
3,True,False,0.01,VARJUA,-0.424270406477994,10,0,data,evo
3,True,False,0.01,FAQGMR,0.406696137861792,10,1,data,evo
2,True,False,0.01,ECGHAD,-0.145699540811127,10,2,data,evo
2,True,False,0.01,TRBVCG,0.145164969699215,10,3,data,evo
5,True,False,0.01,OPBSRW,-0.387462692187202,10,4,data,evo
4,True,False,0.01,RSHJIN,0.388405042104139,11,0,data,evo
5,True,False,0.01,FVAVVP,-0.309741701539294,11,1,data,evo
4,True,False,0.01,UUZDTU,-0.067075272488429,11,2,data,evo
4,True,False,0.01,QUDXQC,0.007333487554586,11,3,data,evo
4,True,False,0.01,DKMEGS,0.333838661754238,11,4,data,evo
3,True,True,0.01,AYTIJT,0.11455,0,0,STM,evo
1,True,True,0.01,DUPKHD,-0.231873,0,1,STM,evo
1,True,True,0.01,UZRXQB,0.0277349,0,2,STM,evo
1,True,True,0.01,ALEKFR,0.0951949,0,3,STM,evo
4,True,True,0.01,RLTNRY,0.236853,0,4,STM,evo
5,True,True,0.01,EHKRDM,0.0211947,1,0,STM,evo
2,True,True,0.01,QSTRPK,-0.419471,1,1,STM,evo
3,True,True,0.01,BQTONH,-0.071946,1,2,STM,evo
3,True,True,0.01,WXSYCE,0.425868,1,3,STM,evo
4,True,True,0.01,UKGYKR,0.000578105,1,4,STM,evo
5,True,True,0.01,MJKPUL,0.0420019,2,0,STM,evo
1,True,True,0.01,PXEHIR,-0.0518985,2,1,STM,evo
5,True,True,0.01,BBHMEL,0.111755,2,2,STM,evo
