5,True,True,0.01,EOUBLG,-0.206211,0,0,data,evo
5,True,True,0.01,UFEHJR,0.0509138,0,1,data,evo
4,True,True,0.01,NAOWKW,-0.0771212,0,2,data,evo
4,True,True,0.01,GDDORG,-0.260595,0,3,data,evo
1,True,True,0.01,LBHVMU,-0.358272,0,4,data,evo
1,True,True,0.01,YSJYOK,0.407199,1,0,data,evo
1,True,True,0.01,HGEPWP,-0.384391,1,1,data,evo
1,True,True,0.01,YATAAX,0.330457,1,2,data,evo
2,True,True,0.01,UOLKDA,-0.437948,1,3,data,evo
3,True,True,0.01,BXKFWF,-0.427832,1,4,data,evo
4,True,True,0.01,DJVXQW,-0.191689,2,0,data,evo
2,True,True,0.01,XFFTAQ,-0.386826,2,1,data,evo
5,True,True,0.01,FZHPYT,-0.277838,2,2,data,evo
2,True,True,0.01,TOXHGK,-0.417571,2,3,data,evo
1,True,True,0.01,JTVUPI,-0.173991,2,4,data,evo
4,True,True,0.01,VLGREF,-0.154977,3,0,data,evo
1,True,True,0.01,HITBWQ,-0.443109,3,1,data,evo
2,True,True,0.01,GDGJKQ,-0.210239,3,2,data,evo
3,True,True,0.01,OPLULM,0.460356765576234,3,3,data,evo
4,True,True,0.01,IOJWGP,0.29832,3,4,data,evo
4,True,True,0.01,HGPVKJ,0.174153,4,0,data,evo
5,True,True,0.01,GDWLLS,0.297452,4,1,data,evo
1,True,True,0.01,IDPCES,-0.228103,4,2,data,evo
4,True,True,0.01,EQKHPG,0.101239,4,3,data,evo
4,True,True,0.01,MQMBOB,0.315643,4,4,data,evo
3,True,False,0.01,NYDTPZ,-0.156787544263586,5,0,data,evo
2,True,False,0.01,KDGUXE,0.358053889904065,5,1,data,evo
1,True,False,0.01,MFXAUH,-0.012824281337152,5,2,data,evo
3,True,False,0.01,ZPCGXQ,0.009350397276616,5,3,data,evo
2,True,False,0.01,GSCHHN,-0.03447980081391,5,4,data,evo
1,True,False,0.01,JCFRQO,-1.08995105688755,5,5,data,evo
5,True,True,0.01,QLFSWM,0.420603,6,0,data,evo
5,True,True,0.01,FCPAYO,-0.321682,6,1,data,evo
4,True,True,0.01,WVBOKW,-0.0140271,6,2,data,evo
5,True,True,0.01,ROKNZG,0.157942,6,3,data,evo
5,True,True,0.01,NGFJHZ,0.177268,6,4,data,evo
4,True,True,0.01,ZOTPOZ,0.215006,7,0,data,evo
4,True,True,0.01,TCFXJZ,-0.721980493770015,7,1,data,evo
3,True,True,0.008589706406362,FNOBJP,-0.423705,7,2,data,evo
1,True,True,0.01,KKQKQS,-0.388431,7,3,data,evo
1,True,True,0.01,NMBXHP,-0.427927,7,4,data,evo
2,True,True,0.01,VERUTI,0.41767,8,0,data,evo
5,True,True,0.01,HRALFX,0.271014,8,1,data,evo
4,True,True,0.01,XQFDQN,0.114517,8,2,data,evo
1,True,True,0.01,EWRFBX,-0.42085,8,3,data,evo
1,True,True,0.01,XYEOXU,0.136621,8,4,data,evo
5,True,True,0.01,VDYHIP,0.379326,9,0,data,evo
5,True,True,0.01,NUGKWG,-0.0913519,9,1,data,evo
3,True,True,0.01,AJDGNH,-0.243492,9,2,data,evo
5,True,True,0.01,WAXKBC,0.0443509,9,3,data,evo
3,True,True,0.01,EEZUCC,0.019319,9,4,data,evo
4,True,False,0.01,SSXYDQ,0.394524505112407,10,0,data,evo
3,True,False,0.01,DOSKXI,0.111031100352545,10,1,data,evo
4,True,False,0.01,GDTGOA,0.315594851390246,10,2,data,evo
5,True,False,0.01,ANKZLB,-0.281017693705671,10,3,data,evo
2,True,False,0.01,NWXPMX,0.030253679141219,10,4,data,evo
4,True,False,0.01,CYOMHE,-0.270864500121974,11,0,data,evo
4,True,False,0.01,CAIHTN,0.432000160329151,11,1,data,evo
5,True,False,0.01,NMTZXN,0.053089156230595,11,2,data,evo
5,True,False,0.01,UTDCHP,-0.221942901759012,11,3,data,evo
3,True,False,0.01,JMGBOS,0.3364425167536,11,4,data,evo
5,True,True,0.01,JJOUWM,-0.326012,0,0,STM,evo
1,True,True,0.01,PVUVKQ,0.307749,0,1,STM,evo
4,True,True,0.01,SKHMEC,-0.265706,0,2,STM,evo
3,True,True,0.01,LFXQND,-0.23171,0,3,STM,evo
1,True,True,0.01,AOFXMH,-0.0865599,0,4,STM,evo
5,True,True,0.01,MFFZMA,-0.160076,1,0,STM,evo
4,True,True,0.01,WOWHRY,-0.0160872,1,1,STM,evo
2,True,True,0.01,TYPHLT,0.391602,1,2,STM,evo
4,True,True,0.01,PWYLIQ,0.271203,1,3,STM,evo
2,True,True,0.01,EHFCSJ,0.164139,1,4,STM,evo
2,True,True,0.01,NZZOTK,-0.401803,2,0,STM,evo
4,True,True,0.01,WTOPXG,-0.233827,2,1,STM,evo
1,True,True,0.01,EFNIEZ,0.277967,2,2,STM,evo
5,True,True,0.01,WDDCUN,0.265816,2,3,STM,evo
1,True,True,0.01,RPYZRV,-0.358655295461191,2,4,STM,evo
5,True,True,0.01,GXKDWW,0.437978,3,0,STM,evo
2,True,True,0.01,WDSVVH,-0.191878,3,1,STM,evo
1,True,True,0.01,ECDSKK,-0.42617,3,2,STM,evo
5,True,True,0.01,YZSWKX,0.31208,3,3,STM,evo
1,True,True,0.01,DOXHVK,-0.299791,3,4,STM,evo
5,True,True,0.01,IHEIIA,-0.220678,4,0,STM,evo
4,True,True,0.01,XYMMAT,-0.0811993,4,1,STM,evo
1,True,True,0.01,CJBZVN,0.297779,4,2,STM,evo
4,True,True,0.01,YMVYWL,0.169168,4,3,STM,evo
5,True,True,0.01,NRDSFV,-0.272177,4,4,STM,evo
4,True,True,0.01,GTPNFW,-0.235355,5,0,STM,evo
